word,gloss,alternate_words
#all,,
#hs,,
#no,,
(movie/tv) credits,,
mercantile,"of or relating to or characteristic of trade or traders; ""the mercantile North was forging ahead""- Van Wyck Brooks",mercantile
mercenaries,a person hired to fight for another country than their own,"mercenary, soldier_of_fortune"
mercer,a dealer in textiles (especially silks),mercer
mercerise,"treat to strengthen and improve the luster; ""mercerize cotton""","mercerise, mercerize"
merchandise,"commodities offered for sale; ""good business depends on having good merchandise""; ""that store offers a variety of products""","merchandise, product, wares"
merchandiser,a businessperson engaged in retail trade,"merchandiser, merchant"
merchant,a businessperson engaged in retail trade,"merchandiser, merchant"
merchantable,"fit to be offered for sale; ""marketable produce""","marketable, merchantable, sellable, vendable, vendible"
mercies,"leniency and compassion shown toward offenders by a person or agency charged with administering justice; ""he threw himself on the mercy of the court""","clemency, mercifulness, mercy"
merciless,"having or showing no mercy; ""the merciless enemy""; ""a merciless critic""; ""gave him a merciless beating""","merciless, unmerciful"
mercurial,"liable to sudden unpredictable change; ""erratic behavior""; ""fickle weather""; ""mercurial twists of temperament""; ""a quicksilver character, cool and willful at one moment, utterly fragile the next""","erratic, fickle, mercurial, quicksilver"
mercury,the smallest planet and the nearest to the sun,Mercury
mercy,"leniency and compassion shown toward offenders by a person or agency charged with administering justice; ""he threw himself on the mercy of the court""","clemency, mercifulness, mercy"
mere,a small pond of standing water,mere
meretricious,"like or relating to a prostitute; ""meretricious relationships""",meretricious
merge,"mix together different elements; ""The colors blend well""","blend, coalesce, combine, commingle, conflate, flux, fuse, immix, meld, merge, mix"
meridian,"an imaginary great circle on the surface of the earth passing through the north and south poles at right angles to the equator; ""all points on the same meridian have the same longitude""","line_of_longitude, longitude, meridian"
merino,white sheep originating in Spain and producing a heavy fleece of exceptional quality,"merino, merino_sheep"
merit,"be worthy or deserving; ""You deserve a promotion after all the hard work you have done""","deserve, merit"
meritocracies,the belief that rulers should be chosen for their superior abilities and not because of their wealth or birth,meritocracy
meritorious,"deserving reward or praise; ""a lifetime of meritorious service""; ""meritorious conduct""","meritable, meritorious"
meriwether lewis,United States explorer and soldier who lead led an expedition from St. Louis to the mouth of the Columbia River (1774-1809),"Lewis, Meriwether_Lewis"
mermaid,half woman and half fish; lives in the sea,mermaid
merrymaker,"a celebrant who shares in a noisy party; ""the clubs attract revelers as young as thirteen""","merrymaker, reveler, reveller"
mesh,"the number of opening per inch of a screen; measures size of particles; ""a 100 mesh screen""; ""100 mesh powdered cellulose""",mesh
mesmerized,having your attention fixated as though by a spell,"fascinated, hypnotised, hypnotized, mesmerised, mesmerized, spellbound, transfixed"
mesoderm,the middle germ layer that develops into muscle and bone and cartilage and blood and connective tissue,"mesoblast, mesoderm"
mess,"a state of confusion and disorderliness; ""the house was a mess""; ""she smoothed the mussiness of the bed""","mess, messiness, muss, mussiness"
mess around,"do random, unplanned work or activities or spend time idly; ""The old lady is usually mucking about in her little house""","mess_around, monkey, monkey_around, muck_about, muck_around, potter, putter, tinker"
mess up,"make a mess of, destroy or ruin; ""I botched the dinner and we had to eat out""; ""the pianist screwed up the difficult passage in the second movement""","ball_up, blow, bobble, bollix, bollix_up, bollocks, bollocks_up, botch, botch_up, bumble, bungle, flub, fluff, foul_up, fuck_up, fumble, louse_up, mess_up, mishandle, muck_up, muff, screw_up, spoil"
message,"a communication (usually brief) that is written or spoken or signaled; ""he sent a three-word message""",message
"message, story, comments",,
messeigneurs,,
messenger,a person who carries a message,"courier, messenger"
messiah,Jesus Christ; considered by Christians to be the promised deliverer,Messiah
messiah,the awaited king of the Jews; the promised and expected deliverer of the Jewish people,Messiah
messier,,
messy,"dirty and disorderly; ""a mussy fussy bedroom""; ""a child''s messy eating habits""","messy, mussy"
messy eater,,
messy hair,,
mestizo,a person of mixed racial ancestry (especially mixed European and Native American ancestry),"ladino, mestizo"
met the eyes,,
metabolic,"of or relating to metabolism; ""metabolic rate""",metabolic
metabolise,produce by metabolism,"metabolise, metabolize"
metabolism,the organic processes (in a cell or organism) that are necessary for life,"metabolic_process, metabolism, metastasis"
metabolite,any substance involved in metabolism (either as a product of metabolism or as necessary for metabolism),metabolite
metal,"a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull gray; ""the children were playing with lead soldiers""","lead, Pb"
metal,any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.,"metal, metallic_element"
metalloid,"of or being a nonmetallic element that has some of the properties of metal; ""arsenic is a metalloid element""",metalloid
metallurgic,"of or relating to metallurgy; ""metallurgical engineer""","metallurgic, metallurgical"
metallurgist,an engineer trained in the extraction and refining and alloying and fabrication of metals,"metallurgical_engineer, metallurgist"
metallurgy,the science and technology of metals,metallurgy
metalwork,the activity of making things out of metal in a skillful manner,"metalwork, metalworking"
metalworker,someone who works metal (especially by hammering it when it is hot and malleable),"metalworker, smith"
metamorphic,characterized by metamorphosis or change in physical form or substance,metamorphic
metaphase,the second stage of mitosis,metaphase
metaphor,a figure of speech in which an expression is used to refer to something that it does not literally denote in order to suggest a similarity,metaphor
metaphysical,"pertaining to or of the nature of metaphysics; ""metaphysical philosophy""",metaphysical
metaphysics,the philosophical study of being and knowing,metaphysics
metatheses,,
meteor,(astronomy) any of the small solid extraterrestrial bodies that hits the earth''s atmosphere,"meteor, meteoroid"
meteorologist,a specialist who studies processes in the earth''s atmosphere that cause weather conditions,meteorologist
